url,page_title,proposed_l1,proposed_l2,proposed_l3,proposed_l4,url_flag,writer_placement_rule
https://docs.mistral.ai/studio-api/workflows/getting-started/core_concepts/deployments,Core Concepts — Deployments,Build,Workflows,Core Concepts,Deployments,, Concept: how workflows are deployed and versioned
https://docs.mistral.ai/studio-api/workflows/building-workflows/workflows,Building Workflows,Build,Workflows,Building,Workflows,, Task guide: define a workflow in code
https://docs.mistral.ai/studio-api/workflows/building-workflows/activities,Activities,Build,Workflows,Building,Activities,, Task guide: define activities within a workflow
https://docs.mistral.ai/studio-api/workflows/building-workflows/activities/basics,Activities — Basics,Build,Workflows,Building,Activities: Basics,, Sub-guide: basic activity patterns
https://docs.mistral.ai/studio-api/workflows/building-workflows/activities/local_activities,Local Activities,Build,Workflows,Building,Local Activities,, Sub-guide: activities that run locally without durability
https://docs.mistral.ai/studio-api/workflows/building-workflows/activities/sticky_worker_sessions,Sticky Worker Sessions,Build,Workflows,Building,Sticky Worker Sessions,, Sub-guide: pin activities to a specific worker
https://docs.mistral.ai/studio-api/workflows/building-workflows/consuming_events,Consuming Events,Build,Workflows,Building,Consuming Events,, Task guide: react to external events inside a workflow
https://docs.mistral.ai/studio-api/workflows/building-workflows/sub_workflows,Sub-Workflows,Build,Workflows,Building,Sub-Workflows,, Task guide: compose workflows from child workflows
https://docs.mistral.ai/studio-api/workflows/building-workflows/durable_agents,Durable Agents,Build,Workflows,Building,Durable Agents,, Task guide: long-running agents with durable state
https://docs.mistral.ai/studio-api/workflows/building-workflows/scheduling,Scheduling,Build,Workflows,Building,Scheduling,, Task guide: trigger workflows on a schedule
https://docs.mistral.ai/studio-api/workflows/building-workflows/streaming,Streaming,Build,Workflows,Building,Streaming,, Task guide: stream output from workflow activities
https://docs.mistral.ai/studio-api/workflows/building-workflows/waiting_for_conditions,Waiting for Conditions,Build,Workflows,Building,Waiting for Conditions,, Task guide: pause workflow execution until a condition is met
https://docs.mistral.ai/studio-api/workflows/building-workflows/continue_as_new,Continue as New,Build,Workflows,Building,Continue as New,, Task guide: restart a long-running workflow without history overflow
https://docs.mistral.ai/studio-api/workflows/building-workflows/dependency_injection,Dependency Injection,Build,Workflows,Building,Dependency Injection,, Task guide: inject dependencies into workflow activities
https://docs.mistral.ai/studio-api/workflows/building-workflows/workflow_exception,Workflow Exceptions,Build,Workflows,Building,Workflow Exceptions,, Task guide: handle errors and retries in workflows
https://docs.mistral.ai/studio-api/workflows/interacting-with-workflows/conversational_workflows,Conversational Workflows,Build,Workflows,Interacting,Conversational Workflows,, Task guide: integrate human input into long-running workflows
https://docs.mistral.ai/studio-api/workflows/interacting-with-workflows/queries,Queries,Build,Workflows,Interacting,Queries,, Task guide: read workflow state without modifying it
https://docs.mistral.ai/studio-api/workflows/interacting-with-workflows/signals,Signals,Build,Workflows,Interacting,Signals,, Task guide: send one-way messages to a running workflow
https://docs.mistral.ai/studio-api/workflows/interacting-with-workflows/updates,Updates,Build,Workflows,Interacting,Updates,, Task guide: send validated request-response messages to a workflow
https://docs.mistral.ai/studio-api/workflows/managing-workflows-in-production/deployments,Workflow Deployments,Models,Self-hosting,Workflows in production,Deployments,MOVE from Build — production concern,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/studio-api/workflows/managing-workflows-in-production/concurrency,Concurrency,Models,Self-hosting,Workflows in production,Concurrency,MOVE from Build — production concern,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/studio-api/workflows/managing-workflows-in-production/rate_limiting,Rate Limiting,Models,Self-hosting,Workflows in production,Rate Limiting,MOVE from Build — production concern,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/studio-api/workflows/managing-workflows-in-production/execution_context,Execution Context,Models,Self-hosting,Workflows in production,Execution Context,MOVE from Build — production concern,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/studio-api/workflows/managing-workflows-in-production/error_codes,Error Codes,Models,Self-hosting,Workflows in production,Error Codes,MOVE from Build — production concern,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/studio-api/workflows/managing-workflows-in-production/reset_workflow,Reset Workflow,Models,Self-hosting,Workflows in production,Reset Workflow,MOVE from Build — production concern,Self-hosting content: only relevant to users running Mistral models outside the Mistral API endpoint — cloud providers or local/on-prem deployment. Most users will skip this sub-section entirely.
https://docs.mistral.ai/studio-api/workflows/observability,Workflow Observability,Build,Evaluate & Ship,Observability,Workflow Observability,,"Evaluate & Ship — final phase of Build. Belongs here if it answers ""is this ready to ship?"" — evals, quality assurance, safety gates, pre-production checks."
https://docs.mistral.ai/le-chat/overview,Le Chat Overview,Platform,Le Chat,Overview,,, Le Chat product landing: feature overview + getting started links
https://docs.mistral.ai/le-chat/conversation/chat,Chat,Platform,Le Chat,Conversation,Chat,, Feature guide: how the chat interface works; sending messages and context
https://docs.mistral.ai/le-chat/conversation/think-mode,Think Mode,Platform,Le Chat,Conversation,Think Mode,, Feature guide: reasoning mode for step-by-step problem solving
https://docs.mistral.ai/le-chat/conversation/voice-mode,Voice Mode,Platform,Le Chat,Conversation,Voice Mode,, Feature guide: voice input and transcription
https://docs.mistral.ai/le-chat/conversation/flash-answers,Flash Answers,Platform,Le Chat,Conversation,Flash Answers,, Feature guide: low-latency quick response mode
https://docs.mistral.ai/le-chat/content-creation/canvas,Canvas,Platform,Le Chat,Content Creation,Canvas,, Feature guide: collaborative AI workspace for document creation and editing
https://docs.mistral.ai/le-chat/content-creation/code-interpreter,Code Interpreter,Platform,Le Chat,Content Creation,Code Interpreter,, Feature guide: Python execution in-chat without writing code
https://docs.mistral.ai/le-chat/content-creation/image-generation,Image Generation,Platform,Le Chat,Content Creation,Image Generation,, Feature guide: generate images from natural language prompts
https://docs.mistral.ai/le-chat/research-analysis/files-upload,Files Upload,Platform,Le Chat,Research & Analysis,Files Upload,, Feature guide: upload documents + images for in-conversation analysis
https://docs.mistral.ai/le-chat/research-analysis/open-url,Open URL,Platform,Le Chat,Research & Analysis,Open URL,, Feature guide: fetch and analyze web page content
https://docs.mistral.ai/le-chat/research-analysis/web-search,Web Search,Platform,Le Chat,Research & Analysis,Web Search,, Feature guide: real-time web search from within a conversation
https://docs.mistral.ai/le-chat/research-analysis/deep-research,Deep Research,Platform,Le Chat,Research & Analysis,Deep Research,, Feature guide: multi-step autonomous research across sources
https://docs.mistral.ai/le-chat/knowledge-integrations/custom-instructions,Custom Instructions,Platform,Le Chat,Knowledge & Integrations,Custom Instructions,, Feature guide: persistent persona and behavior customization
https://docs.mistral.ai/le-chat/knowledge-integrations/projects,Projects,Platform,Le Chat,Knowledge & Integrations,Projects,, Feature guide: shared workspace for organizing conversations + files
https://docs.mistral.ai/le-chat/knowledge-integrations/agents,Agents (Le Chat),Platform,Le Chat,Knowledge & Integrations,Agents,, Feature guide: no-code custom agents in Le Chat — distinct from Studio API agents
https://docs.mistral.ai/le-chat/knowledge-integrations/memories,Memories,Platform,Le Chat,Knowledge & Integrations,Memories,, Feature guide: persistent user preferences stored across conversations
https://docs.mistral.ai/le-chat/knowledge-integrations/libraries,Libraries,Platform,Le Chat,Knowledge & Integrations,Libraries,, Feature guide: persistent document knowledge bases — distinct from Studio Libraries API
https://docs.mistral.ai/le-chat/knowledge-integrations/connectors,Connectors,Platform,Le Chat,Knowledge & Integrations,Connectors,, Feature guide: connect external services to Le Chat conversations
https://docs.mistral.ai/le-chat/knowledge-integrations/connectors/knowledge-connectors,Knowledge Connectors,Platform,Le Chat,Knowledge & Integrations,Connectors,, Feature guide: pre-built connectors for knowledge sources
https://docs.mistral.ai/le-chat/knowledge-integrations/connectors/mcp-connectors,MCP Connectors,Platform,Le Chat,Knowledge & Integrations,Connectors,, Feature guide: connect any MCP-compatible server to Le Chat
https://docs.mistral.ai/mistral-vibe/overview,Mistral Vibe Overview,Platform,Mistral Vibe,Overview,,, Product surface landing: what Vibe is + links to quickstarts
https://docs.mistral.ai/mistral-vibe/terminal,CLI Introduction,Platform,Mistral Vibe,CLI Introduction,,, Surface guide: terminal interface overview
https://docs.mistral.ai/mistral-vibe/terminal/install,Install,Platform,Mistral Vibe,Install,,, Setup: install Mistral Vibe as a Python package
https://docs.mistral.ai/mistral-vibe/terminal/quickstart,Quickstart,Platform,Mistral Vibe,Quickstart,,REDIRECT — canonical at /getting-started/quickstarts/vibe/install-and-first-prompt,First Vibe success — links to canonical Getting Started quickstart
https://docs.mistral.ai/mistral-vibe/terminal/configuration,Configuration,Platform,Mistral Vibe,Configuration,,, Setup: configure models API keys and behavior
https://docs.mistral.ai/mistral-vibe/agents-skills,Agents & Skills,Platform,Mistral Vibe,Agents & Skills,,, Feature guide: create reusable slash-command skills and agent behaviors
https://docs.mistral.ai/mistral-vibe/local,Offline / Local,Platform,Mistral Vibe,Offline / Local,,, Feature guide: run Vibe against locally deployed models
https://docs.mistral.ai/mistral-vibe/using-fim-api,Coding (FIM API),Platform,Mistral Vibe,Coding (FIM API),,, Feature guide: fill-in-the-middle API integration for IDE-style completions
https://docs.mistral.ai/admin,Admin,Admin,Overview,,,, Admin section landing: org setup + security + billing
https://docs.mistral.ai/admin/quickstarts/create-organization,Create an Organization,Admin,Quickstarts,Create an Organization,,, Admin quickstart: set up org + workspace + invite members + billing under 15 min
https://docs.mistral.ai/admin/quickstarts/configure-sso,Configure SSO,Admin,Quickstarts,Configure SSO,,, Admin quickstart: SAML SSO setup under 15 min
https://docs.mistral.ai/admin/quickstarts/manage-workspaces,Manage Workspaces & API Keys,Admin,Quickstarts,Manage Workspaces & API Keys,,, Admin quickstart: workspace isolation + key management under 10 min
https://docs.mistral.ai/admin/security-access/back-office,Admin Panel,Admin,Security & Access,Admin Panel,,, Feature guide: org dashboard + workspace settings in the console
https://docs.mistral.ai/admin/security-access/organization,Organizations & Workspaces,Admin,Security & Access,Organizations & Workspaces,,, Feature guide: org hierarchy model + workspace configuration
https://docs.mistral.ai/admin/security-access/sso,SSO,Admin,Security & Access,SSO,,, Feature guide: SAML-based SSO setup and IdP configuration
https://docs.mistral.ai/admin/security-access/email-domain-auth,Email Domain Auth,Admin,Security & Access,Email Domain Auth,,, Feature guide: auto-join org by verified email domain
https://docs.mistral.ai/admin/security-access/api-keys,API Keys,Admin,Security & Access,API Keys,,, Feature guide: create + rotate + revoke API keys per workspace
https://docs.mistral.ai/admin/security-access/audit-logs,Audit Logs,Admin,Security & Access,Audit Logs,,, Feature guide: org-level activity log for compliance and security review
https://docs.mistral.ai/admin/security-access/admin-api,Admin API,Admin,Security & Access,Admin API,,, Feature guide: programmatic org management via Admin API
https://docs.mistral.ai/admin/security-access/privacy,Privacy,Admin,Security & Access,Privacy,,, Policy guide: data handling + retention + GDPR-relevant admin settings
https://docs.mistral.ai/admin/user-management-finops/user-management,User Management,Admin,User Management & FinOps,User Management,,, Feature guide: invite + assign roles + manage permissions across org
https://docs.mistral.ai/admin/user-management-finops/subscriptions,Subscriptions,Admin,User Management & FinOps,Subscriptions,,, Feature guide: plan management and upgrades
https://docs.mistral.ai/admin/user-management-finops/billing,Billing,Admin,User Management & FinOps,Billing,,, Feature guide: invoices + payment methods + consumption tracking
https://docs.mistral.ai/admin/user-management-finops/tier,Rate Limits & Usage Tiers,Admin,User Management & FinOps,Rate Limits & Usage Tiers,,, Reference: tier-by-tier rate limits — cross-link from Build and Deploy
https://docs.mistral.ai/admin/user-management-finops/usage-limits,Usage Limits,Admin,User Management & FinOps,Usage Limits,,, Feature guide: set per-workspace spend + request caps
https://docs.mistral.ai/api,API Reference,Reference,API Reference,Overview,,, Exact spec: all endpoints — never explanatory prose; link to guide equivalents in Build
https://docs.mistral.ai/api/endpoint/chat,Chat Completions API,Reference,API Reference,Chat,,, Endpoint spec: /v1/chat/completions — parameters + schemas + response shapes
https://docs.mistral.ai/api/endpoint/agents,Agents API,Reference,API Reference,Agents,,, Endpoint spec: /v1/agents — stable endpoint
https://docs.mistral.ai/api/endpoint/audio/speech,Audio Speech API,Reference,API Reference,Audio,Speech,, Endpoint spec: /v1/audio/speech (TTS)
https://docs.mistral.ai/api/endpoint/audio/transcriptions,Audio Transcriptions API,Reference,API Reference,Audio,Transcriptions,, Endpoint spec: /v1/audio/transcriptions
https://docs.mistral.ai/api/endpoint/audio/voices,Audio Voices API,Reference,API Reference,Audio,Voices,, Endpoint spec: /v1/audio/voices — list available voices
https://docs.mistral.ai/api/endpoint/batch,Batch API,Reference,API Reference,Batch,,, Endpoint spec: /v1/batch
https://docs.mistral.ai/api/endpoint/classifiers,Classifiers API,Reference,API Reference,Classifiers,,, Endpoint spec: /v1/classifiers
https://docs.mistral.ai/api/endpoint/embeddings,Embeddings API,Reference,API Reference,Embeddings,,, Endpoint spec: /v1/embeddings
https://docs.mistral.ai/api/endpoint/files,Files API,Reference,API Reference,Files,,, Endpoint spec: /v1/files — upload and manage files for batch + fine-tuning
https://docs.mistral.ai/api/endpoint/fim,FIM API,Reference,API Reference,FIM,,, Endpoint spec: /v1/fim — fill-in-the-middle code completion
https://docs.mistral.ai/api/endpoint/fine-tuning,Fine-Tuning API,Reference,API Reference,Fine-Tuning,,, Endpoint spec: /v1/fine_tuning
https://docs.mistral.ai/api/endpoint/models,Models API,Reference,API Reference,Models,,, Endpoint spec: /v1/models — list available models
https://docs.mistral.ai/api/endpoint/ocr,OCR API,Reference,API Reference,OCR,,, Endpoint spec: /v1/ocr
https://docs.mistral.ai/api/endpoint/beta/agents,Beta Agents API,Reference,API Reference,Beta,Agents,, Beta endpoint spec: new agents API (conversations-based)
https://docs.mistral.ai/api/endpoint/beta/conversations,Beta Conversations API,Reference,API Reference,Beta,Conversations,, Beta endpoint spec: managed conversation state
https://docs.mistral.ai/api/endpoint/beta/libraries,Beta Libraries API,Reference,API Reference,Beta,Libraries,, Beta endpoint spec: managed document libraries
https://docs.mistral.ai/api/endpoint/beta/libraries/accesses,Beta Libraries Accesses,Reference,API Reference,Beta,Libraries: Accesses,, Beta endpoint spec: access control on libraries
https://docs.mistral.ai/api/endpoint/beta/libraries/documents,Beta Libraries Documents,Reference,API Reference,Beta,Libraries: Documents,, Beta endpoint spec: documents within a library
https://docs.mistral.ai/api/endpoint/beta/observability/campaigns,Beta Observability Campaigns,Reference,API Reference,Beta,Observability: Campaigns,, Beta endpoint spec: run eval campaigns via API
https://docs.mistral.ai/api/endpoint/beta/observability/chat_completion_events,Beta Chat Completion Events,Reference,API Reference,Beta,Observability: Events,, Beta endpoint spec: retrieve logged completion events
https://docs.mistral.ai/api/endpoint/beta/observability/chat_completion_events/fields,Beta Events Fields,Reference,API Reference,Beta,Observability: Events Fields,, Beta endpoint spec: filterable fields on completion events
https://docs.mistral.ai/api/endpoint/beta/observability/datasets,Beta Observability Datasets,Reference,API Reference,Beta,Observability: Datasets,, Beta endpoint spec: create + manage eval datasets
https://docs.mistral.ai/api/endpoint/beta/observability/datasets/records,Beta Dataset Records,Reference,API Reference,Beta,Observability: Dataset Records,, Beta endpoint spec: records within a dataset
https://docs.mistral.ai/api/endpoint/beta/observability/judges,Beta Observability Judges,Reference,API Reference,Beta,Observability: Judges,, Beta endpoint spec: create + run LLM judges
https://docs.mistral.ai/api/endpoint/beta/workflows,Beta Workflows API,Reference,API Reference,Beta,Workflows,, Beta endpoint spec: workflow management API
https://docs.mistral.ai/api/endpoint/beta/workflows/deployments,Beta Workflow Deployments,Reference,API Reference,Beta,Workflows: Deployments,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/beta/workflows/events,Beta Workflow Events,Reference,API Reference,Beta,Workflows: Events,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/beta/workflows/executions,Beta Workflow Executions,Reference,API Reference,Beta,Workflows: Executions,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/beta/workflows/metrics,Beta Workflow Metrics,Reference,API Reference,Beta,Workflows: Metrics,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/beta/workflows/runs,Beta Workflow Runs,Reference,API Reference,Beta,Workflows: Runs,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/beta/workflows/schedules,Beta Workflow Schedules,Reference,API Reference,Beta,Workflows: Schedules,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/beta/workflows/workers,Beta Workflow Workers,Reference,API Reference,Beta,Workflows: Workers,, Beta endpoint spec
https://docs.mistral.ai/api/endpoint/deprecated/agents,Deprecated Agents API,Reference,API Reference,Deprecated,Agents API,, Deprecated endpoint spec — clearly labelled; link to replacement
https://docs.mistral.ai/api/endpoint/deprecated/fine-tuning,Deprecated Fine-Tuning API,Reference,API Reference,Deprecated,Fine-Tuning API,, Deprecated endpoint spec — clearly labelled
https://docs.mistral.ai/resources/sdks,SDKs,Reference,SDKs,,,, Install + method reference for Python + TypeScript SDKs; quickstart lives in Get Started
https://docs.mistral.ai/resources/changelogs,Changelog,Reference,Changelog,,,, Release history: API changes + new models + deprecations + breaking changes
https://docs.mistral.ai/resources/migration-guides,Migration Guides,Reference,Migration Guides,,,, Versioned guides for breaking changes: old behavior → new behavior + code diffs
https://docs.mistral.ai/resources/error-glossary,Error Glossary,Reference,Errors & Troubleshooting,Error Glossary,,, Error codes + messages + remediation steps — exact reference
https://docs.mistral.ai/resources/known-limitations,Known Limitations,Reference,Errors & Troubleshooting,Known Limitations,,, Current platform constraints: exact reference not guidance
https://docs.mistral.ai/resources/observability-integrations,Observability Integrations,Reference,Observability Integrations,,,, Third-party integration reference: LangFuse + MLflow + Phoenix + OpenTelemetry setup guides
https://docs.mistral.ai/resources/deprecated/customization,Model Customization (deprecated),Reference,Deprecated,Model Customization,,, Deprecated: clearly labelled; link to current fine-tuning if applicable
https://docs.mistral.ai/resources/deprecated/finetuning,Fine-Tuning (deprecated),Reference,Deprecated,Fine-Tuning,,, Deprecated: clearly labelled; link to current API
https://docs.mistral.ai/resources/deprecated/finetuning/text_vision_finetuning,Text & Vision Fine-Tuning (deprecated),Reference,Deprecated,Fine-Tuning,Text & Vision,, Deprecated sub-guide
https://docs.mistral.ai/resources/deprecated/finetuning/classifier_factory,Classifier Factory (deprecated),Reference,Deprecated,Fine-Tuning,Classifier Factory,, Deprecated sub-guide
https://docs.mistral.ai/resources/deprecated/guardrailing/mistral_moderation_2411,Mistral Moderation 2411 (deprecated),Reference,Deprecated,Guardrailing,Mistral Moderation 2411,, Deprecated: old moderation approach — link to current safety-moderation
https://docs.mistral.ai/resources/deprecated/guardrailing/safe_prompt,Safe Prompt (deprecated),Reference,Deprecated,Guardrailing,Safe Prompt,, Deprecated: safe_prompt flag — link to current moderation approach
https://docs.mistral.ai/community,Community,Community,Overview,,,, Community landing — lives outside main IA; footer link not nav item
https://docs.mistral.ai/community/ambassadors,Ambassadors,Community,Ambassadors,,,, Community program — footer link not nav item
https://docs.mistral.ai/robots,Robots & Crawlers,Reference,Robots & Crawlers,,,MOVE from Deprecated — not deprecated content,Technical note: how Mistral crawlers identify themselves; not deprecated
https://docs.mistral.ai/cookbooks/quickstart,Cookbooks Quickstart,Get Started,Quickstarts,Developer,First API Request,REDIRECT to /getting-started/quickstarts/developer/first-api-request,Duplicate quickstart — consolidate into canonical Getting Started path
https://docs.mistral.ai/resources/cookbooks,Cookbooks Index,Cookbooks,Overview,,,,Browsable index of all examples — organised by task topic mirroring Build sections; discovery happens inline from Build pages
https://docs.mistral.ai/cookbooks/concept-deep-dive-prompting-prompt_optimization,Prompt Optimization,Cookbooks,Concept Deep Dives,Prompting,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-quantization-readme,Quantization Overview,Cookbooks,Concept Deep Dives,Quantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-quantization-methods-awq,Quantization — AWQ,Cookbooks,Concept Deep Dives,Quantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-quantization-methods-bnb,Quantization — BnB,Cookbooks,Concept Deep Dives,Quantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-quantization-methods-exl2,Quantization — EXL2,Cookbooks,Concept Deep Dives,Quantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-quantization-methods-gguf,Quantization — GGUF,Cookbooks,Concept Deep Dives,Quantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-quantization-methods-gptq,Quantization — GPTQ,Cookbooks,Concept Deep Dives,Quantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-sampling-readme,Sampling Overview,Cookbooks,Concept Deep Dives,Sampling,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-sampling-temperature,Temperature,Cookbooks,Concept Deep Dives,Sampling,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-sampling-top_k,Top-K Sampling,Cookbooks,Concept Deep Dives,Sampling,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-sampling-top_p,Top-P (Nucleus) Sampling,Cookbooks,Concept Deep Dives,Sampling,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-readme,Tokenization Overview,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-basics,Tokenization Basics,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-boundaries,Token Boundaries,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-chat_templates,Chat Templates,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-control_tokens,Control Tokens,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-templates,Tokenization Templates,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-tokenizer,Tokenizer,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/concept-deep-dive-tokenization-tool_calling,Tool Calling Tokens,Cookbooks,Concept Deep Dives,Tokenization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-prompting-prompting_capabilities,Prompting Capabilities,Cookbooks,Prompting,Prompting Capabilities,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-prompting-prefix_use_cases,Prefix Use Cases,Cookbooks,Prompting,Prefix Use Cases,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-rag-basic_rag,Basic RAG,Cookbooks,RAG & Knowledge,Basic RAG,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-rag-mistral-reference-rag,Reference RAG,Cookbooks,RAG & Knowledge,Reference RAG,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-rag-mistral-search-engine,Search Engine,Cookbooks,RAG & Knowledge,Search Engine,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-rag-rag_via_function_calling,RAG via Function Calling,Cookbooks,RAG & Knowledge,RAG via Function Calling,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-embeddings-embeddings,Embeddings,Cookbooks,Embeddings,Embeddings,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-embeddings-code_embedding,Code Embeddings,Cookbooks,Embeddings,Code Embeddings,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-embeddings-dequantization,Embedding Dequantization,Cookbooks,Embeddings,Dequantization,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-function_calling-function_calling,Function Calling,Cookbooks,Function Calling & Structured,Function Calling,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-function_calling-text_to_sql,Text to SQL,Cookbooks,Function Calling & Structured,Text to SQL,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-agents-agents_api-financial_analyst-readme,Financial Analyst Agent,Cookbooks,Agents,Financial Analyst,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-agents-agents_api-food_diet_companion-readme.md,Food & Diet Companion Agent,Cookbooks,Agents,Food & Diet Companion,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
https://docs.mistral.ai/cookbooks/mistral-agents-agents_api-github_agent-readme,GitHub Agent,Cookbooks,Agents,GitHub Agent,,,Code example illustrating a task — surfaced inline from the corresponding Build page (1–3 related examples); browsable here by topic mirroring Build taxonomy
